1544547656.4951348 , 239
1544547656.5065584 , 238
1544547656.5180838 , 240
1544547656.5295575 , 241
1544547656.5408206 , 240
1544547656.5521815 , 242
1544547656.563588 , 238
1544547656.5748475 , 241
1544547656.586082 , 238
1544547656.597639 , 239
1544547656.608837 , 239
1544547656.6200655 , 238
1544547656.6315022 , 243
1544547656.64272 , 240
1544547656.6541746 , 241
1544547656.6655598 , 238
1544547656.6767836 , 240
1544547656.688391 , 239
1544547656.6996849 , 240
1544547656.7109623 , 241
1544547656.7224526 , 240
1544547656.733766 , 241
1544547656.7450564 , 237
1544547656.756421 , 241
1544547656.767657 , 240
1544547656.7790647 , 242
1544547656.7904115 , 241
1544547656.801623 , 240
1544547656.8130546 , 245
1544547656.8243728 , 237
1544547656.83559 , 243
1544547656.847071 , 238
1544547656.858359 , 241
1544547656.869872 , 243
1544547656.8813543 , 241
1544547656.8925107 , 245
1544547656.9046237 , 240
1544547656.9165812 , 242
1544547656.9277956 , 240
1544547656.939493 , 242
1544547656.9506826 , 245
1544547656.962604 , 244
1544547656.974021 , 247
1544547656.9851868 , 244
1544547656.99772 , 246
1544547657.0092208 , 247
1544547657.020378 , 249
1544547657.0318308 , 251
1544547657.043005 , 250
1544547657.0550237 , 252
1544547657.0670257 , 248
1544547657.078214 , 251
1544547657.0906873 , 253
1544547657.1020546 , 255
1544547657.113602 , 257
1544547657.125002 , 252
1544547657.1362226 , 257
1544547657.1481416 , 255
1544547657.1597147 , 256
1544547657.170825 , 260
1544547657.183027 , 258
1544547657.194299 , 262
1544547657.2061634 , 257
1544547657.2179558 , 261
1544547657.229144 , 261
1544547657.2415593 , 259
1544547657.2529075 , 262
1544547657.264006 , 261
1544547657.2755477 , 262
1544547657.286759 , 260
1544547657.2986295 , 261
1544547657.3102171 , 262
1544547657.3214247 , 262
1544547657.3338597 , 262
1544547657.3452756 , 259
1544547657.3563554 , 261
1544547657.3680916 , 261
1544547657.3792756 , 262
1544547657.3910036 , 262
1544547657.4027553 , 261
1544547657.4139514 , 265
1544547657.4260242 , 258
1544547657.4375885 , 262
1544547657.448686 , 260
1544547657.4602604 , 262
1544547657.4714801 , 266
1544547657.4833384 , 261
